	Top	p.value	FDR	logFC.2	logFC.3	logFC.4	logFC.5
4930511A02Rik	16348	1	1	-0.0206892918369347	0	0	0
Trhr	16349	1	1	-0.0206892918369347	0	0	0
Selenbp1	16349	0.916550910176213	1	0.0658450234926123	0.211534800232417	0.0631813374734645	-0.298157915052934
ENSMUSG00000099112	16350	1	1	-0.0206892918369347	0	0	0
Crisp3	16352	1	1	-0.0206892918369347	0	0	0
Rit2	16353	1	1	-0.0206892918369347	0	0	0
ENSMUSG00000102321	16354	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000082303	16355	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000081599	16356	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000081882	16357	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000097989	16357	0.707663669622806	0.920899383015845	-0.07019019531445	0.124138670073465	-0.0973164779603663	0.0797851747637128
ENSMUSG00000082011	16359	1	1	-0.0204246957161128	0	0	0
Sprr2a1	16360	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000081127	16361	1	1	-0.0204246957161128	0	0	0
Mup13	16362	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000105573	16365	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000097840	16366	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000106798	16367	1	1	-0.0204246957161128	0	0	0
Cdx2	16368	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000088959	16369	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000081321	16370	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000082323	16371	1	1	-0.0204246957161128	0	0	0
Dkk4	16372	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000088176	16373	1	1	-0.0204246957161128	-0.186678300334862	0	0
ENSMUSG00000096831	16373	0.830800801157653	0.997573355577951	-0.00754462296445576	-0.0196959245208834	0.0116440503218193	-0.165383430058346
Pard3	16374	1	1	-0.0204246957161128	0	0	0
Dnaja4	16375	1	1	-0.0204246957161128	0	0	0
Zic1	16376	1	1	-0.0204246957161128	0	0	0
Osbp2	16377	1	1	-0.0204246957161128	0	0	0
Gm2762	16379	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000104488	16379	0.999850988354033	1	-0.0180959582711216	0.0194308930737297	4.4392913878927e-05	-0.22882851262474
Ttn	16379	0.823866472421294	0.993136713756521	-0.221099844022758	-0.167569770713679	0.0115936885638458	-0.0728587699464981
Cts3	16380	1	1	-0.0204246957161128	0	0	0
Dbx2	16381	1	1	-0.0204246957161128	0	0	0
ENSMUSG00000098143	16382	1	1	-0.0204246957161128	0	0	0
Rims1	16384	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000090682	16385	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000082225	16385	0.834252881816407	1	-0.0927590113798783	-0.085610199526147	-0.0801201364018693	-0.0703709924436925
ENSMUSG00000102904	16387	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000075837	16388	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000098056	16388	0.866425795033669	1	0.0521410222463248	-0.0687389596390798	-0.0237001268139471	-0.104335421800741
ENSMUSG00000058281	16389	1	1	-0.0199668953837955	0	0	0
Wt1	16390	1	1	-0.0199668953837955	-0.0400896919569974	0	0
Irs4	16393	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000106334	16394	1	1	-0.0199668953837955	0	-0.0328826204323679	0
Adh6-ps1	16395	1	1	-0.0199668953837955	-0.0320384674456995	0	0
Padi3	16397	1	1	-0.0199668953837955	0	-0.0328826204323679	0
ENSMUSG00000082692	16398	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000097516	16400	1	1	-0.0199668953837955	0	0	0
Cftr	16401	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000095722	16402	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000092875	16404	1	1	-0.0199668953837955	-0.0438037686188939	0	0
ENSMUSG00000064745	16405	1	1	-0.0199668953837955	0	0	0
Gm26705	16406	1	1	-0.0199668953837955	0	0	0
Taar1	16407	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000065705	16408	1	1	-0.0199668953837955	0	0	0
Agt	16409	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000099057	16410	1	1	-0.0199668953837955	0	0	0
Msantd4	16410	0.849061783060893	1	0.221719943190203	-0.132222905637308	0.140939197911468	-0.520476675306389
ENSMUSG00000063732	16411	1	1	-0.0199668953837955	0	0	0
Cd48	16411	0.85652206489953	1	-0.160497494851584	-0.189096891851769	-0.380076806813145	-0.246844095919204
ENSMUSG00000104080	16412	1	1	-0.0199668953837955	0	0	0
Igf2bp1	16412	0.879416124844066	1	0.0250168025653151	-0.0190447281536803	-0.0513713520881396	-0.113045303045662
ENSMUSG00000062282	16414	1	1	-0.0199668953837955	0	0	0
ENSMUSG00000099732	16414	0.954092770884551	1	0.0244597943405759	0.0176079205277764	0.00685552065731095	-0.121119883761438
Crisp4	16417	1	1	-0.0192857424791474	0	0	0
Astn1	16418	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000102446	16419	1	1	-0.0192857424791474	-0.0302864100766103	0	0
ENSMUSG00000082940	16421	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000083519	16423	0.982081256397013	1	-0.0321547803184949	0.0122475364292203	-0.0714531165118439	-0.0648786536044109
ENSMUSG00000084138	16424	1	1	-0.0192857424791474	0	0	0
Amot	16425	1	1	-0.0192857424791474	0	0	0
Fgd1	16426	1	1	-0.0192857424791474	-0.0934501057185447	0	0
ENSMUSG00000083136	16427	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000065847	16428	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000105445	16429	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000105104	16430	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000106052	16431	1	1	-0.0192857424791474	0	0	0
Zfp955b	16431	0.991943522397916	1	0.022621485077893	0.00303563153902051	0.0348444865890971	-0.0824172174555483
ENSMUSG00000081866	16432	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000082928	16433	1	1	-0.0192857424791474	0	0	0
Trim62	16434	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000105489	16437	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000107780	16441	1	1	-0.0192857424791474	0	0	0
Tmem52b	16442	1	1	-0.0192857424791474	0	0	0
Psg22	16443	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000100376	16444	1	1	-0.0192857424791474	0	0	0
4933440M02Rik	16445	1	1	-0.0192857424791474	0	0	0
Clec18a	16447	1	1	-0.0192857424791474	0	0	0
Olfr830	16450	1	1	-0.0192857424791474	0	0	0
A830005F24Rik	16451	1	1	-0.0192857424791474	-0.110376137612127	0	0
Akap6	16452	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000100968	16453	1	1	-0.0192857424791474	0	0	0
Iigp1	16454	1	1	-0.0192857424791474	0	0	0
ENSMUSG00000053185	16455	1	1	-0.0185450567700376	0	0	0
Pld5	16458	1	1	-0.0185450567700376	0	0	0
Strc	16460	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000082147	16461	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000081300	16462	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000083843	16463	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000080695	16464	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000083517	16465	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000102815	16466	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000104013	16468	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000087902	16469	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000105148	16470	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000106018	16471	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000082623	16471	0.97337618374274	1	-0.00930572432831014	-0.0061862204962046	-0.0254502105968505	0.0595486708078293
Cc2d2a	16472	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000085606	16473	1	1	-0.0185450567700376	0	0	0
Anpep	16474	1	1	-0.0185450567700376	0	0	0
Diras1	16475	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000069925	16477	1	1	-0.0185450567700376	0	0	0
Bach1	16477	0.797594908017179	0.973587858650599	-0.000357019959104671	0.242816271664539	0.270170735089469	-0.483724033668703
ENSMUSG00000097203	16478	1	1	-0.0185450567700376	0	0	0
Il10ra	16479	1	1	-0.0185450567700376	0	0	0
Skor1	16480	1	1	-0.0185450567700376	0	0	0
Gcm1	16481	1	1	-0.0185450567700376	0	0	0
Chst2	16482	1	1	-0.0185450567700376	0	0	0
Hba-x	16483	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000090907	16484	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000033731	16485	1	1	-0.0185450567700376	0	0	0
Meg3	16486	1	1	-0.0185450567700376	0	0	0
Rtp2	16487	1	1	-0.0185450567700376	0	0	0
Pcdha4	16488	1	1	-0.0185450567700376	-0.116525780220264	0	0
Trpd52l3	16489	1	1	-0.0185450567700376	0	0	0
ENSMUSG00000100592	16490	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000100697	16491	1	1	-0.0175813624207958	0	0	0
Casq1	16492	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000084239	16494	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000101209	16495	0.912422200725235	1	0.0358358301687645	0.0197491726282655	-0.0321352293597431	-0.160390414768275
Myt1	16496	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000081395	16498	1	1	-0.0175813624207958	-0.0402960002977278	0	0
ENSMUSG00000081399	16499	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000083117	16500	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000085895	16501	1	1	-0.0175813624207958	0	0	0
Msi1	16501	0.615074127772044	0.851597213080581	-0.14020723777645	0.0625249881349904	-0.240232909538632	-0.0493959236367616
ENSMUSG00000106665	16502	1	1	-0.0175813624207958	-0.0380815421769273	0	0
Nat8l	16503	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000093688	16504	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000107584	16505	1	1	-0.0175813624207958	0	0	0
Thnsl2	16506	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000090256	16507	1	1	-0.0175813624207958	0	-0.0882353908468985	0
ENSMUSG00000072686	16510	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000097176	16511	1	1	-0.0175813624207958	0	0	0
Pacsin1	16513	1	1	-0.0175813624207958	0	0	0
ENSMUSG00000091665	16514	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000088096	16516	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000103727	16517	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000063611	16518	1	1	-0.0171925658796754	0	0	0
Insm1	16519	1	1	-0.0171925658796754	0	0	0
Pex5l	16521	1	1	-0.0171925658796754	-0.210509240275373	0	0
Rnu1b2	16522	1	1	-0.0171925658796754	0	0	0
Gpr63	16523	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000085101	16524	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000105495	16525	1	1	-0.0171925658796754	0	0	0
Sv2b	16528	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000103258	16529	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000097939	16531	1	1	-0.0171925658796754	0	0	0
Hydin	16532	1	1	-0.0171925658796754	0	0	0
Slc19a2	16532	0.823328519550065	0.993136713756521	-0.227046065214504	0.257928863514855	-0.0732506324839179	0.340598629660109
ENSMUSG00000075864	16533	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000087670	16534	0.923199395479207	1	-0.020281302545397	0.0291470176550922	0.0707375177402314	-0.216910840564508
ENSMUSG00000103368	16535	1	1	-0.0171925658796754	0	0	0
Camp	16537	1	1	-0.0171925658796754	0	0	0
Tank	16537	0.956681400360455	1	-0.166182911508491	0.0730854097579677	0.411043472747261	0.362549358489195
ENSMUSG00000069825	16538	1	1	-0.0171925658796754	0	0	0
Tgtp1	16538	0.942650871779231	1	-0.0124032823615044	-0.0445418609113445	-0.0591404038091018	-0.0593647591568249
5530401A14Rik	16540	1	1	-0.0171925658796754	0	0	0
AW495222	16541	1	1	-0.0171925658796754	0	0	0
Kcnf1	16542	1	1	-0.0171925658796754	0	0	0
Csmd3	16544	1	1	-0.0171925658796754	0	0	0
Slc15a2	16545	1	1	-0.0171925658796754	0	0	0
Kcnj6	16546	1	1	-0.0171925658796754	0	0	0
Morc2b	16547	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000092406	16548	1	1	-0.0171925658796754	0	0	0
Hspa1b	16549	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000102212	16550	1	1	-0.0171925658796754	0	0	0
ENSMUSG00000083375	16552	1	1	-0.0168073836012346	0	0	0
Mir6769b	16554	1	1	-0.0168073836012346	0	0	0
ENSMUSG00000097445	16554	0.870336219492421	1	-0.033588838663595	0.0688846769893346	0.0552464793306217	-0.34829356924324
Gm10532	16555	1	1	-0.0168073836012346	0	0	0
ENSMUSG00000083453	16558	1	1	-0.0149972299064687	0	0	0
Aplnr	16559	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000050936	16560	1	1	0	0	0	-0.530315795837012
ENSMUSG00000081654	16561	1	1	-0.0149972299064687	0	0	0
Abcg4	16561	1	1	0	-0.0634897417265745	0	-0.519459264702222
ENSMUSG00000052025	16562	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000107647	16562	1	1	-0.0654775131811373	0	0	-0.505261720368327
Gpr165	16563	1	1	-0.0149972299064687	0	0	0
Myoz1	16563	1	1	0	0	0	-0.504503268803831
3110099E03Rik	16564	1	1	0	0	0	-0.503726025454691
ENSMUSG00000095988	16565	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000103252	16565	1	1	0	0	0	-0.498992940415412
ENSMUSG00000090131	16567	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000100354	16567	1	1	0	0	0	-0.487298011233881
ENSMUSG00000105836	16568	1	1	-0.0149972299064687	-0.037045485725185	0	0
Clec10a	16569	1	1	0	0	0	-0.460676660804398
ENSMUSG00000107211	16571	1	1	0	0	0	-0.453532324993552
ENSMUSG00000085858	16572	1	1	-0.0149972299064687	0	0	0
AW549542	16573	1	1	-0.0149972299064687	-0.0572477769437352	0	0
2010308F09Rik	16573	1	1	0	0	0	-0.424567132696162
Gm36669	16574	1	1	-0.0149972299064687	0	0	0
Cadps2	16575	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000107664	16576	1	1	-0.0149972299064687	0	0	0
Gpbar1	16576	1	1	0	0	0	-0.40870906933722
ENSMUSG00000065750	16577	1	1	-0.0149972299064687	-0.0380815421769273	0	0
ENSMUSG00000090773	16578	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000097739	16579	1	1	-0.0149972299064687	0	0	0
Lmo7	16580	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000068957	16580	1	1	0	0	0	-0.384440198277844
Acpp	16581	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000080987	16582	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000082562	16583	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000084644	16583	1	1	0	0	0	-0.364896403912651
Rbfox3	16584	1	1	-0.0149972299064687	0	0	0
Hdgfl1	16585	1	1	-0.0149972299064687	0	0	0
A230107N01Rik	16586	1	1	-0.0149972299064687	0	0	0
Kalrn	16587	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000105437	16587	1	1	0	-0.0849629705719606	0	-0.337622481481532
ENSMUSG00000108194	16588	1	1	0	0	0	-0.334649746373189
Ppic	16590	1	1	-0.0149972299064687	0	0	0
ENSMUSG00000102924	16590	1	1	0	0	0	-0.317015791305165
ENSMUSG00000103241	16591	1	1	-0.0149181192440491	0	0	0
Pcdhga12	16591	1	1	0	0	0	-0.315937013225462
ENSMUSG00000102860	16592	1	1	-0.0149181192440491	-0.0302864100766103	0	0
Usp26	16592	1	1	0	0	0	-0.304455455625767
ENSMUSG00000104182	16593	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000085815	16594	1	1	-0.0149181192440491	0	0	0
Pp2d1	16594	0.998330035458266	1	0.0341792516656428	-0.06040334166495	-0.136743742498284	-0.000310200279196969
ENSMUSG00000085530	16595	1	1	-0.0149181192440491	-0.0260787514582951	0	0
Slc10a1	16595	1	1	0	-0.0934501057185447	0	-0.300396314569717
ENSMUSG00000083821	16596	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000088106	16596	1	1	0	0	-0.151931433586307	-0.297378655119485
ENSMUSG00000105346	16597	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000077004	16598	1	1	0	0	0	-0.296121030421058
ENSMUSG00000105278	16599	1	1	-0.0149181192440491	0	0	0
Skint1	16600	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000106308	16601	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000108222	16602	1	1	-0.0149181192440491	0	0	0
Kcnd2	16603	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000105114	16604	1	1	-0.0149181192440491	0	0	-0.118663353353044
ENSMUSG00000108248	16605	1	1	-0.0149181192440491	0	0	0
Hmx2	16606	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000093575	16606	1	1	0	0	0	-0.287977801428546
ENSMUSG00000096286	16607	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000106165	16608	1	1	-0.0149181192440491	0	0	0
Slc2a4	16608	1	1	0	0	0	-0.283168027194274
Olfr878	16609	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000089508	16609	1	1	0	0	0	-0.283168027194274
ENSMUSG00000074146	16610	1	1	-0.0149181192440491	0	-0.117509377855934	0
Ifi214	16610	1	1	0	0	-0.0362218686958178	-0.280988221573593
Iqcf3	16612	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000089070	16613	1	1	0	0	0	-0.272488437581114
ENSMUSG00000102912	16615	1	1	0	0	0	-0.269911509632593
ENSMUSG00000065195	16616	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000106561	16617	1	1	-0.0149181192440491	0	0	0
Ces1h	16617	1	1	0	0	0	-0.257811769418749
Cyp21a1	16619	1	1	-0.0149181192440491	0	0	0
Pjvk	16619	1	1	0	0	0	-0.245716800481314
H2-M10.1	16620	1	1	-0.0149181192440491	0	0	0
ENSMUSG00000087808	16620	1	1	0	0	0	-0.243965877863062
Opn5	16621	1	1	-0.0149181192440491	0	0	0
C4bp	16622	1	1	-0.0139308803305113	0	0	0
Tex29	16622	1	1	0	0	0	-0.229494412726337
ENSMUSG00000104007	16623	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000106206	16623	1	1	0	0	0	-0.228430035273689
Tfap2c	16626	1	1	-0.0139308803305113	-0.0320384674456995	0	0
ENSMUSG00000082222	16627	1	1	-0.0139308803305113	0	0	0
Zbtb17	16628	0.866083274331662	1	-0.208438793245685	0.109935206647561	0.398573957552005	0.131405577303217
ENSMUSG00000082680	16629	1	1	-0.0139308803305113	0	0	0
Olfr93	16629	1	1	0	0	0	-0.202699766218805
ENSMUSG00000084335	16630	0.97905901230315	1	-0.0150147914053032	0.00262109332071677	-0.0608705047186205	-0.0220292946751783
ENSMUSG00000086249	16631	1	1	0	0	0	-0.199303125701051
Gm14725	16632	1	1	-0.0139308803305113	0	0	0
Mir187	16632	1	1	0	0	0	-0.199303125701051
Gm7173	16633	1	1	-0.0139308803305113	0	0	0
Pdc	16633	1	1	0	0	0	-0.197670326196161
ENSMUSG00000081135	16634	1	1	-0.0139308803305113	-0.0400896919569974	0	0
Gm14858	16634	1	1	0	0	0	-0.197670326196161
ENSMUSG00000082929	16635	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000105746	16636	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000086452	16636	1	1	0	0	0	-0.189242047421286
ENSMUSG00000103527	16637	1	1	0	0	0	-0.189242047421286
ENSMUSG00000086907	16638	1	1	0	0	0	-0.178518460080693
ENSMUSG00000087659	16639	1	1	-0.0139308803305113	0	0	0
4930522H14Rik	16640	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000065658	16640	1	1	0	-0.0995328583799812	0	-0.178518460080693
Trim63	16641	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000086637	16641	1	1	0	0	-0.102929106175172	-0.175890612954207
ENSMUSG00000087076	16642	1	1	-0.0139308803305113	0	0	0
Gm15559	16642	0.879536065870649	1	0.03349735781392	-0.18731935432946	0.00890185921806141	-0.228062949833175
ENSMUSG00000105479	16643	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000090459	16643	1	1	0	0	0	-0.175890612954207
En2	16644	1	1	-0.0139308803305113	0	0	0
Col7a1	16644	1	1	0	0	0	-0.175890612954207
ENSMUSG00000081282	16645	1	1	-0.0139308803305113	-0.0402960002977278	0	0
ENSMUSG00000104581	16646	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000105985	16647	1	1	-0.0139308803305113	0	0	0
Apol10b	16647	0.885865775898226	1	0.0160777552320491	0.0553629870482082	0.0167729889938236	-0.0844943636018508
1600015I10Rik	16648	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000103778	16648	1	1	0	0	0	-0.163212392892191
ENSMUSG00000107972	16649	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000086387	16649	1	1	0	0	0	-0.163212392892191
ENSMUSG00000081863	16650	1	1	-0.0139308803305113	-0.0404006832511883	0	0
Lamc3	16650	1	1	0	0	0	-0.160754186406044
Trappc3l	16651	1	1	-0.0139308803305113	0	0	0
Spag8	16651	1	1	0	0	-0.299955091748224	0
Gm13544	16651	1	1	0	0	0	-0.160754186406044
Foxl2	16652	1	1	-0.0139308803305113	0	0	0
Slc10a6	16652	1	1	0	0	0	-0.160754186406044
ENSMUSG00000084918	16653	1	1	0	0	-0.274305334142551	0
Serpina12	16654	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000103213	16654	1	1	-0.0245264672433314	0	-0.267472759119833	0
Cadm1	16655	1	1	0	-0.0302864100766103	0	-0.160754186406044
ENSMUSG00000097344	16656	1	1	-0.0139308803305113	0	0	0
ENSMUSG00000105345	16656	1	1	-0.0213073819276251	0	-0.257081017977901	0
Scarf1	16656	1	1	0	0	0	-0.160754186406044
ENSMUSG00000083467	16657	1	1	-0.0139308803305113	0	0	0
Pkhd1l1	16657	1	1	0	0	0	-0.160754186406044
ENSMUSG00000092816	16658	1	1	-0.0139308803305113	0	0	0
Vwce	16659	1	1	-0.0139308803305113	0	0	0
Igll1	16659	1	1	0	0	-0.248641757607935	0
ENSMUSG00000088626	16659	1	1	0	0	0	-0.153173752953303
ENSMUSG00000102465	16660	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000105245	16660	1	1	0	0	-0.242116802213922	0
ENSMUSG00000100483	16660	1	1	0	0	0	-0.150875345968705
ENSMUSG00000101235	16661	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000105700	16661	1	1	0	0	0	-0.140952763700907
Tmeff2	16662	1	1	-0.0136524525549206	-0.037045485725185	0	0
ENSMUSG00000103398	16662	1	1	0	0	-0.236840733172831	0
Catip	16663	1	1	-0.0136524525549206	-0.0352352707750035	0	0
Fam160a1	16663	1	1	-0.0245264672433314	0	-0.225643221336862	0
ENSMUSG00000092932	16664	1	1	-0.0136524525549206	0	0	0
Ddr2	16664	1	1	-0.0280867377328301	0	-0.225565055773127	0
Nox3	16664	1	1	0	0	0	-0.140952763700907
Optc	16665	1	1	-0.0136524525549206	0	0	0
Atp10b	16665	1	1	0	0	-0.225347564743463	0
Gm6602	16665	1	1	0	0	0	-0.129590569985411
ENSMUSG00000102941	16666	1	1	-0.0136524525549206	0	0	0
Rilp	16666	1	1	0	0	-0.225008117137959	0
ENSMUSG00000081854	16667	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000104654	16667	1	1	0	0	-0.224812879871114	0
ENSMUSG00000080051	16668	1	1	-0.0136524525549206	0	0	0
Slc38a4	16668	1	1	0	0	0	-0.129590569985411
ENSMUSG00000082208	16669	1	1	-0.0136524525549206	0	-0.0433015497284524	0
ENSMUSG00000093579	16669	1	1	0	0	-0.221842920475981	0
ENSMUSG00000080499	16669	1	1	0	0	0	-0.120688947251617
ENSMUSG00000082664	16670	1	1	-0.0136524525549206	0	0	0
Nespas	16670	1	1	0	0	0	-0.120688947251617
Rtl3	16671	1	1	-0.0136524525549206	0	0	0
Tac2	16671	1	1	0	0	0	-0.120688947251617
ENSMUSG00000083026	16672	1	1	-0.0136524525549206	-0.0566974455844348	0	0
Rxfp1	16673	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000093749	16673	1	1	0	0	-0.214322259659831	0
Btn1a1	16673	1	1	0	0	0	-0.120688947251617
ENSMUSG00000104842	16674	1	1	-0.0136524525549206	0	0	0
Tmtc1	16674	1	1	0	0	-0.213922584885711	0
ENSMUSG00000084562	16674	1	1	0	0	-0.0442136039706865	-0.120688947251617
Adh7	16675	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000104325	16675	1	1	0	0	-0.213881048731094	0
ENSMUSG00000103377	16675	1	1	0	0	0	-0.118663353353044
ENSMUSG00000083232	16676	1	1	-0.0136524525549206	-0.0402960002977278	0	0
ENSMUSG00000104271	16676	1	1	0	0	-0.212943135268415	0
2610028E06Rik	16677	1	1	-0.0136524525549206	-0.0402960002977278	0	0
Mmp21	16677	1	1	0	0	-0.211905778390872	0
ENSMUSG00000086771	16678	1	1	-0.0136524525549206	0	0	0
Fgr	16679	1	1	-0.0136524525549206	-0.0260787514582951	0	0
Spata18	16680	1	1	-0.0136524525549206	0	0	0
Kcnd3os	16680	1	1	0	0	0	-0.10626439699107
Tmem150cos	16681	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000106075	16681	1	1	0	0	0	-0.10626439699107
Lpcat2b	16682	1	1	-0.0136524525549206	0	0	0
Gm21221	16683	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000084302	16683	1	1	0	0	-0.0494467495379166	-0.10626439699107
ENSMUSG00000093580	16684	1	1	-0.0136524525549206	0	0	0
Abca6	16684	1	1	0	0	0	-0.10626439699107
Fam71f2	16685	1	1	0	0	-0.19943015560493	0
ENSMUSG00000101924	16686	1	1	-0.0136524525549206	0	0	0
Scgb3a1	16686	1	1	0	0	-0.19619154953773	0
4921539E11Rik	16686	1	1	0	0	0	-0.090700758306547
Eps8l2	16687	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000088102	16687	1	1	0	0	-0.193895415737004	0
ENSMUSG00000104722	16688	1	1	0	0	0	-0.090700758306547
ENSMUSG00000077400	16689	1	1	-0.0136524525549206	0	0	0
Mir8095	16689	1	1	0	-0.0788586254102967	-0.189073132064632	0
ENSMUSG00000089256	16690	1	1	0	0	-0.188426322574583	0
ENSMUSG00000089702	16690	1	1	0	0	0	-0.090700758306547
ENSMUSG00000083501	16691	1	1	-0.0136524525549206	0	0	0
Snx22	16691	1	1	0	0	-0.185298024765073	0
Dlx3	16691	1	1	0	0	0	-0.090700758306547
ENSMUSG00000088230	16692	1	1	-0.0136524525549206	0	0	0
ENSMUSG00000087335	16693	1	1	-0.0136524525549206	-0.0352352707750035	0	0
